Admission Number,Date of Transaction,Invoice ID,Fee head,Fee term,Original Fee Amount,Concession Applied,Final Amount (paid),concession name,Payment Mode,Collected By ID
10002016,4/3/25,975,Tuition Fees,November,3500,1500,2000,Staff Concession 1500,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10002016,4/3/25,975,Term Charges,November,4300,,4300,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10002016,4/3/25,975,Tuition Fees,December + January,7000,3000,4000,Staff Concession 1500,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10002016,4/3/25,975,Tuition Fees,February + March,7000,3000,4000,Staff Concession 1500,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10003314,12/22/24,974,Annual Fund,April,5000,,5000,,Cash,cmd3fp3ok00027ifwvb3nbrat
10003314,12/22/24,974,Term Charges,April,1900,,1900,,Cash,cmd3fp3ok00027ifwvb3nbrat
10003314,12/22/24,974,Tuition Fees,April,2800,,2800,,Cash,cmd3fp3ok00027ifwvb3nbrat
10003314,12/22/24,974,Parent Orientation,April,1000,,1000,,Cash,cmd3fp3ok00027ifwvb3nbrat
10003314,12/22/24,974,Admission Fee,April,4000,,4000,,Cash,cmd3fp3ok00027ifwvb3nbrat
10003236,4/3/25,973,Annual Fund,April,5000,,5000,,Credit/Debit Card,cmd3fp3ok00027ifwvb3nbrat
10003236,4/3/25,973,Term Charges,April,4600,,4600,,Credit/Debit Card,cmd3fp3ok00027ifwvb3nbrat
10003236,4/3/25,973,CAPS Workshop,April,2000,,2000,,Credit/Debit Card,cmd3fp3ok00027ifwvb3nbrat
10003236,4/3/25,973,Tuition Fees,April,3800,,3800,,Credit/Debit Card,cmd3fp3ok00027ifwvb3nbrat
10003236,4/3/25,973,Parent Orientation,April,1000,,1000,,Credit/Debit Card,cmd3fp3ok00027ifwvb3nbrat
10003236,4/3/25,973,Tuition Fees,May + June,7600,,7600,,Credit/Debit Card,cmd3fp3ok00027ifwvb3nbrat
10003313,12/22/24,972,Annual Fund,April,5000,,5000,,Cash,cmd3fp3ok00027ifwvb3nbrat
10003313,12/22/24,972,Term Charges,April,1900,,1900,,Cash,cmd3fp3ok00027ifwvb3nbrat
10003313,12/22/24,972,Tuition Fees,April,2500,375,2125,Sibling Concession 15% (Custom Fixed),Cash,cmd3fp3ok00027ifwvb3nbrat
10003313,12/22/24,972,Parent Orientation,April,1000,,1000,,Cash,cmd3fp3ok00027ifwvb3nbrat
10003313,12/22/24,972,Admission Fee,April,4000,,4000,,Cash,cmd3fp3ok00027ifwvb3nbrat
10002083,4/3/25,971,Annual Fund,April,5000,,5000,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10002083,4/3/25,971,Term Charges,April,4600,,4600,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10002083,4/3/25,971,CAPS Workshop,April,2000,,2000,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10002083,4/3/25,971,Tuition Fees,April,3800,,3800,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10002083,4/3/25,971,Parent Orientation,April,1000,,1000,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10003117,4/3/25,970,Annual Fund,April,5000,,5000,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10003117,4/3/25,970,Term Charges,April,4300,,4300,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10003117,4/3/25,970,Tuition Fees,April,3500,,3500,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10003117,4/3/25,970,Parent Orientation,April,1000,,1000,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10002784,4/3/25,969,Annual Fund,April,5000,,5000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002784,4/3/25,969,Term Charges,April,4300,,4300,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002784,4/3/25,969,Tuition Fees,April,3500,,3500,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002784,4/3/25,969,Parent Orientation,April,1000,,1000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003312,12/22/24,968,Annual Fund,April,5000,,5000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003312,12/22/24,968,Term Charges,April,1900,,1900,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003312,12/22/24,968,Tuition Fees,April,2500,,2500,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003312,12/22/24,968,Parent Orientation,April,1000,,1000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003312,12/22/24,968,Admission Fee,April,4000,,4000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002761,4/3/25,967,Annual Fund,April,1000,,1000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002761,4/3/25,967,Term Charges,April,4300,,4300,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002761,4/3/25,967,Tuition Fees,April,3500,1500,2000,Staff Concession 1500,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002761,4/3/25,967,Parent Orientation,April,1000,,1000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002761,4/3/25,967,Tuition Fees,May + June,7000,3000,4000,Staff Concession 1500,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002761,4/3/25,967,Tuition Fees,July + August,7000,3000,4000,Staff Concession 1500,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002761,4/3/25,967,Tuition Fees,September + October,7000,3000,4000,Staff Concession 1500,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002761,4/3/25,967,Tuition Fees,November,3500,1500,2000,Staff Concession 1500,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002761,4/3/25,967,Term Charges,November,4300,,4300,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002761,4/3/25,967,Tuition Fees,December + January,7000,3000,4000,Staff Concession 1500,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002761,4/3/25,967,Tuition Fees,February + March,7000,3000,4000,Staff Concession 1500,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10001893,4/3/25,966,Annual Fund,April,5000,,5000,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10001893,4/3/25,966,Term Charges,April,4600,,4600,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10001893,4/3/25,966,Tuition Fees,April,3800,,3800,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10001893,4/3/25,966,Parent Orientation,April,1000,,1000,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10001893,4/3/25,966,WonderSkill Workshop,April,1000,,1000,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10002579,4/3/25,965,Tuition Fees,April,3500,,3500,,Cash,cmd3fp3ok00027ifwvb3nbrat
10002579,4/3/25,965,Annual Fund,April,5000,,5000,,Cash,cmd3fp3ok00027ifwvb3nbrat
10002579,4/3/25,965,Term Charges,April,4300,,4300,,Cash,cmd3fp3ok00027ifwvb3nbrat
10001934,4/3/25,964,Tuition Fees,April,3800,,3800,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10001934,4/3/25,964,Annual Fund,April,5000,,5000,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10001934,4/3/25,964,Term Charges,April,4600,,4600,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10001934,4/3/25,964,CAPS Workshop,April,2000,,2000,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10002262,4/3/25,963,Tuition Fees,April,3800,,3800,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002262,4/3/25,963,Annual Fund,April,2500,,2500,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002262,4/3/25,963,Term Charges,April,2300,,2300,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10001501,4/3/25,962,Tuition Fees,April,4000,,4000,,Credit/Debit Card,cmd3fp3ok00027ifwvb3nbrat
10001501,4/3/25,962,Parent Orientation,April,1000,,1000,,Credit/Debit Card,cmd3fp3ok00027ifwvb3nbrat
10001501,4/3/25,962,Annual Fund,April,5000,,5000,,Credit/Debit Card,cmd3fp3ok00027ifwvb3nbrat
10001501,4/3/25,962,Term Charges,April,4800,,4800,,Credit/Debit Card,cmd3fp3ok00027ifwvb3nbrat
10001501,4/3/25,962,CAPS Workshop,April,2000,,2000,,Credit/Debit Card,cmd3fp3ok00027ifwvb3nbrat
10002877,4/3/25,961,Tuition Fees,April,3500,420,3080,Sibling Concession 15% (Custom Fixed),Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002877,4/3/25,961,Parent Orientation,April,1000,,1000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002877,4/3/25,961,Annual Fund,April,5000,,5000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002877,4/3/25,961,Term Charges,April,4300,,4300,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002541,4/3/25,960,Tuition Fees,April,3500,,3500,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002541,4/3/25,960,Parent Orientation,April,1000,,1000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002541,4/3/25,960,Annual Fund,April,5000,,5000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002541,4/3/25,960,Term Charges,April,4300,,4300,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003311,12/22/24,959,Tuition Fees,April,2500,,2500,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003311,12/22/24,959,Parent Orientation,April,1000,,1000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003311,12/22/24,959,Admission Fee,April,4000,,4000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003311,12/22/24,959,Annual Fund,April,5000,,5000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003311,12/22/24,959,Term Charges,April,1900,,1900,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003080,4/3/25,958,Annual Fund,April,5000,,5000,,ONLINE,
10003080,4/3/25,958,Term Charges,April,4600,,4600,,ONLINE,
10003080,4/3/25,958,Tuition Fees,April,3800,,3800,,ONLINE,
10003080,4/3/25,958,Parent Orientation,April,1000,,1000,,ONLINE,
10003080,4/3/25,958,WonderSkill Workshop,April,1000,,1000,,ONLINE,
10002293,4/3/25,957,Tuition Fees,April,3800,,3800,,ONLINE,
10002293,4/3/25,957,Parent Orientation,April,1000,,1000,,ONLINE,
10002293,4/3/25,957,Annual Fund,April,5000,,5000,,ONLINE,
10002293,4/3/25,957,Term Charges,April,4600,,4600,,ONLINE,
10002293,4/3/25,957,CAPS Workshop,April,2000,,2000,,ONLINE,
10002516,4/2/25,956,Annual Fund,April,5000,,5000,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10002516,4/2/25,956,Term Charges,April,4600,,4600,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10002516,4/2/25,956,Tuition Fees,April,3800,,3800,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10002516,4/2/25,956,Parent Orientation,April,1000,,1000,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10002516,4/2/25,956,WonderSkill Workshop,April,1000,,1000,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10002757,4/2/25,955,Tuition Fees,April,3500,420,3080,Sibling Concession 15% (Custom Fixed),Credit/Debit Card,cmd3fp3ok00027ifwvb3nbrat
10002757,4/2/25,955,Parent Orientation,April,1000,,1000,,Credit/Debit Card,cmd3fp3ok00027ifwvb3nbrat
10002757,4/2/25,955,Annual Fund,April,5000,,5000,,Credit/Debit Card,cmd3fp3ok00027ifwvb3nbrat
10002757,4/2/25,955,Term Charges,April,4300,,4300,,Credit/Debit Card,cmd3fp3ok00027ifwvb3nbrat
10002228,4/2/25,954,Tuition Fees,April,3500,,3500,,Credit/Debit Card,cmd3fp3ok00027ifwvb3nbrat
10002228,4/2/25,954,Parent Orientation,April,1000,,1000,,Credit/Debit Card,cmd3fp3ok00027ifwvb3nbrat
10002228,4/2/25,954,Annual Fund,April,5000,,5000,,Credit/Debit Card,cmd3fp3ok00027ifwvb3nbrat
10002228,4/2/25,954,Term Charges,April,4300,,4300,,Credit/Debit Card,cmd3fp3ok00027ifwvb3nbrat
10003310,12/22/24,953,Annual Fund,April,5000,,5000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003310,12/22/24,953,Term Charges,April,1900,,1900,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003310,12/22/24,953,Tuition Fees,April,2500,375,2125,Sibling Concession 15% (Custom Fixed),Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003310,12/22/24,953,Parent Orientation,April,1000,,1000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003310,12/22/24,953,Admission Fee,April,4000,,4000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003309,12/22/24,952,Annual Fund,April,5000,,5000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003309,12/22/24,952,Term Charges,April,4200,,4200,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003309,12/22/24,952,Tuition Fees,April,3800,,3800,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003309,12/22/24,952,Parent Orientation,April,1000,,1000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003309,12/22/24,952,WonderSkill Workshop,April,1000,,1000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003309,12/22/24,952,Admission Fee,April,4000,,4000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003309,12/22/24,952,Security,April,5000,,5000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002608,4/2/25,951,Annual Fund,April,1000,,1000,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10002608,4/2/25,951,Term Charges,April,4300,,4300,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10002608,4/2/25,951,Tuition Fees,April,3500,525,2975,Sibling Concession 15%,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10002608,4/2/25,951,Tuition Fees,May + June,7000,1050,5950,Sibling Concession 15%,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10002608,4/2/25,951,Tuition Fees,July + August,7000,1050,5950,Sibling Concession 15%,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10002608,4/2/25,951,Tuition Fees,September + October,7000,1050,5950,Sibling Concession 15%,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10002608,4/2/25,951,Term Charges,November,4300,,4300,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10002608,4/2/25,951,Tuition Fees,November,3500,525,2975,Sibling Concession 15%,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10002608,4/2/25,951,Tuition Fees,December + January,7000,1050,5950,Sibling Concession 15%,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10002608,4/2/25,951,Tuition Fees,February + March,7000,1050,5950,Sibling Concession 15%,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10002186,4/2/25,950,Annual Fund,April,1000,,1000,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10002186,4/2/25,950,Term Charges,April,4800,,4800,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10002186,4/2/25,950,CAPS Workshop,April,2000,,2000,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10002186,4/2/25,950,Tuition Fees,April,4000,,4000,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10002186,4/2/25,950,Tuition Fees,May + June,8000,,8000,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10002186,4/2/25,950,Tuition Fees,July + August,8000,,8000,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10002186,4/2/25,950,Tuition Fees,September + October,8000,,8000,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10002186,4/2/25,950,Term Charges,November,4800,,4800,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10002186,4/2/25,950,Tuition Fees,November,4000,,4000,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10002186,4/2/25,950,Tuition Fees,December + January,8000,,8000,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10002186,4/2/25,950,Tuition Fees,February + March,8000,,8000,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10002856,4/2/25,949,Annual Fund,April,5000,,5000,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10002856,4/2/25,949,Term Charges,April,4300,,4300,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10002856,4/2/25,949,Tuition Fees,April,3500,,3500,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10002856,4/2/25,949,Parent Orientation,April,1000,,1000,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10001606,4/2/25,948,Annual Fund,April,5000,,5000,,Cash,cmd3fp3ok00027ifwvb3nbrat
10001606,4/2/25,948,Term Charges,April,4600,,4600,,Cash,cmd3fp3ok00027ifwvb3nbrat
10001606,4/2/25,948,CAPS Workshop,April,2000,,2000,,Cash,cmd3fp3ok00027ifwvb3nbrat
10001606,4/2/25,948,Tuition Fees,April,3800,,3800,,Cash,cmd3fp3ok00027ifwvb3nbrat
10001606,4/2/25,948,Parent Orientation,April,1000,,1000,,Cash,cmd3fp3ok00027ifwvb3nbrat
10002512,4/2/25,947,Annual Fund,April,5000,,5000,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10002512,4/2/25,947,Term Charges,April,4600,,4600,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10002512,4/2/25,947,Tuition Fees,April,3800,570,3230,Sibling Concession 15% (Custom Fixed),Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10002512,4/2/25,947,WonderSkill Workshop,April,1000,,1000,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10001489,4/2/25,946,Tuition Fees,April,4000,,4000,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10001489,4/2/25,945,Annual Fund,April,5000,,5000,,Cash,cmd3fq0hm00037ifw68pdxd2t
10001489,4/2/25,945,Term Charges,April,4800,,4800,,Cash,cmd3fq0hm00037ifw68pdxd2t
10001489,4/2/25,945,CAPS Workshop,April,2000,,2000,,Cash,cmd3fq0hm00037ifw68pdxd2t
10000815,4/2/25,944,Annual Fund,April,5000,,5000,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10000815,4/2/25,944,Term Charges,April,4000,,4000,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10000815,4/2/25,944,CAPS Workshop,April,2000,,2000,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10000815,4/2/25,944,Tuition Fees,April,4500,,4500,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10000815,4/2/25,944,Parent Orientation,April,1000,,1000,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10001899,4/2/25,943,Annual Fund,April,5000,,5000,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10001899,4/2/25,943,Term Charges,April,4600,,4600,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10001899,4/2/25,943,Tuition Fees,April,3800,570,3230,Sibling Concession 15% (Custom Fixed),Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10001899,4/2/25,943,Parent Orientation,April,1000,,1000,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10001899,4/2/25,943,WonderSkill Workshop,April,1000,,1000,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10003435,4/2/25,942,Annual Fund,April,5000,,5000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003435,4/2/25,942,Term Charges,April,4600,,4600,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003435,4/2/25,942,Tuition Fees,April,3800,,3800,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003435,4/2/25,942,Parent Orientation,April,1000,,1000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003435,4/2/25,942,WonderSkill Workshop,April,1000,,1000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003435,4/2/25,942,Admission Fee,April,12000,,12000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003435,4/2/25,942,Security,April,5000,,5000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003436,4/2/25,941,Annual Fund,April,5000,,5000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003436,4/2/25,941,Term Charges,April,4300,,4300,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003436,4/2/25,941,Tuition Fees,April,3500,525,2975,Sibling Concession 15%,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003436,4/2/25,941,Parent Orientation,April,1000,,1000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003436,4/2/25,941,Admission Fee,April,12000,,12000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003436,4/2/25,941,Security,April,5000,,5000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003061,4/2/25,940,Annual Fund,April,1000,,1000,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10003061,4/2/25,940,Term Charges,April,4300,,4300,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10003061,4/2/25,940,Tuition Fees,April,3500,,3500,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10003061,4/2/25,940,Parent Orientation,April,1000,,1000,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10003061,4/2/25,940,Tuition Fees,May + June,7000,,7000,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10003061,4/2/25,940,Tuition Fees,July + August,7000,,7000,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10003061,4/2/25,940,Tuition Fees,September + October,7000,,7000,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10003061,4/2/25,940,Term Charges,November,4300,,4300,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10003061,4/2/25,940,Tuition Fees,November,3500,,3500,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10003061,4/2/25,940,Tuition Fees,December + January,7000,,7000,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10003061,4/2/25,940,Tuition Fees,February + March,7000,,7000,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10001714,4/2/25,939,Annual Fund,April,1000,,1000,,Cash,cmd3fq0hm00037ifw68pdxd2t
10001714,4/2/25,939,Term Charges,April,4800,,4800,,Cash,cmd3fq0hm00037ifw68pdxd2t
10001714,4/2/25,939,CAPS Workshop,April,2000,,2000,,Cash,cmd3fq0hm00037ifw68pdxd2t
10001714,4/2/25,939,Tuition Fees,April,4000,,4000,,Cash,cmd3fq0hm00037ifw68pdxd2t
10001714,4/2/25,939,Parent Orientation,April,1000,,1000,,Cash,cmd3fq0hm00037ifw68pdxd2t
10001714,4/2/25,939,Tuition Fees,May + June,8000,,8000,,Cash,cmd3fq0hm00037ifw68pdxd2t
10001714,4/2/25,939,Tuition Fees,July + August,8000,,8000,,Cash,cmd3fq0hm00037ifw68pdxd2t
10001714,4/2/25,939,Tuition Fees,September + October,8000,,8000,,Cash,cmd3fq0hm00037ifw68pdxd2t
10001714,4/2/25,939,Term Charges,November,4800,,4800,,Cash,cmd3fq0hm00037ifw68pdxd2t
10001714,4/2/25,939,Tuition Fees,November,4000,,4000,,Cash,cmd3fq0hm00037ifw68pdxd2t
10001714,4/2/25,939,Tuition Fees,December + January,8000,,8000,,Cash,cmd3fq0hm00037ifw68pdxd2t
10001714,4/2/25,939,Tuition Fees,February + March,8000,,8000,,Cash,cmd3fq0hm00037ifw68pdxd2t
10002117,4/2/25,938,Annual Fund,April,1000,,1000,,Cash,cmd3fq0hm00037ifw68pdxd2t
10002117,4/2/25,938,Term Charges,April,4600,,4600,,Cash,cmd3fq0hm00037ifw68pdxd2t
10002117,4/2/25,938,Tuition Fees,April,3800,525,3275,Sibling Concession 15%,Cash,cmd3fq0hm00037ifw68pdxd2t
10002117,4/2/25,938,Parent Orientation,April,1000,,1000,,Cash,cmd3fq0hm00037ifw68pdxd2t
10002117,4/2/25,938,WonderSkill Workshop,April,1000,,1000,,Cash,cmd3fq0hm00037ifw68pdxd2t
10002117,4/2/25,938,Tuition Fees,May + June,7600,1050,6550,Sibling Concession 15%,Cash,cmd3fq0hm00037ifw68pdxd2t
10002117,4/2/25,938,Tuition Fees,July + August,7600,1050,6550,Sibling Concession 15%,Cash,cmd3fq0hm00037ifw68pdxd2t
10002117,4/2/25,938,Tuition Fees,September + October,7600,1050,6550,Sibling Concession 15%,Cash,cmd3fq0hm00037ifw68pdxd2t
10002117,4/2/25,938,Term Charges,November,4600,,4600,,Cash,cmd3fq0hm00037ifw68pdxd2t
10002117,4/2/25,938,Tuition Fees,November,3800,525,3275,Sibling Concession 15%,Cash,cmd3fq0hm00037ifw68pdxd2t
10002117,4/2/25,938,Tuition Fees,December + January,7600,1050,6550,Sibling Concession 15%,Cash,cmd3fq0hm00037ifw68pdxd2t
10002117,4/2/25,938,Tuition Fees,February + March,7600,1050,6550,Sibling Concession 15%,Cash,cmd3fq0hm00037ifw68pdxd2t
10002249,4/2/25,937,Annual Fund,April,5000,,5000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002249,4/2/25,937,Term Charges,April,4300,,4300,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002249,4/2/25,937,Tuition Fees,April,3500,525,2975,Sibling Concession 15%,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002249,4/2/25,937,Parent Orientation,April,1000,,1000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10001528,4/2/25,936,Annual Fund,April,5000,,5000,,Cash,cmd3fq0hm00037ifw68pdxd2t
10001528,4/2/25,936,Term Charges,April,4800,,4800,,Cash,cmd3fq0hm00037ifw68pdxd2t
10001528,4/2/25,936,CAPS Workshop,April,2000,,2000,,Cash,cmd3fq0hm00037ifw68pdxd2t
10001528,4/2/25,936,Tuition Fees,April,4000,,4000,,Cash,cmd3fq0hm00037ifw68pdxd2t
10001528,4/2/25,936,Parent Orientation,April,1000,,1000,,Cash,cmd3fq0hm00037ifw68pdxd2t
10002322,4/2/25,935,Annual Fund,April,5000,,5000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
